file,question,answer,answer_start,answer_end
1345160.txt,กองทุนเปิดจะต้องเลิกโครงการเมื่อใด,"จำนวนผู้ถือหน่วยลงทุน <35 ราย หรือมีการขายคืนหน่วยลงทุนมากกว่า 2 ใน 3 ภายใน 5 วันทำการ ยกเว้น กองทุนรวมตลาดเงิน, กองทุนรวมหน่วยลงทุน, กองทุนรวมฟีดเดอร์ (Feeder Fund)",2749,2913
1345144.txt,อัตราผลตอบแทนจากดอกเบี้ย คืออะไร,การคำนวณอัตราผลตอบแทนโดยการใช้ดอกเบี้ยรับต่อปี หารด้วย ราคาปัจจุบันของตราสารหนี้,209,288
1345173.txt,พันธบัตรชดเชยเงินเฟ้อ (Inflation-Linked bond) คืออะไร,เป็นพันธบัตรที่ดอกเบี้ยปรับขึ้นลงตามอัตราเงินเฟ้อ,8125,8173
1345177.txt,DW มีภาษีเมื่อมีการส่งมอบหรือไม่,มีภาษี,2004,2009
1345138.txt,ผู้ลงทุนรายใหญ่ คืออะไร,บุคคลธรรมดา หรือ นิติบุคคลที่มีเงื่อนไขใดเงื่อนไขหนึ่ง,243,296
1345187.txt,บัญชีมาร์จิ้น (Margin Account) คืออะไร,บัญชีที่อนุญาตให้ลูกค้ากู้เงินจาก บล. มาลงทุน รวมถึงสามารถยืมหุ้นมาขาย (Short Sale)  ได้ ซึ่งแน่นอนว่าผู้ลงทุนต้องจ่ายดอกเบี้ยในการกู้ยืมรวมถึงการ Short Sale โดย บล. จะมีความเสี่ยงในการที่ผู้ลงทุนผิดนัดชำระหนี้ ดังนั้นตลาดหลักทรัพย์ได้นำระบบ Credit Balance เข้ามาช่วยป้องกันความเสี่ยง,2273,2556
1345138.txt,ผู้ลงทุนรายใหญ่ที่เป็นบุคคลธรรมดา ต้องมีรายได้เท่าไหร่,≥ 4 ล้าน,400,407
1345197.txt,ความเสี่ยงต่อระดับความต้องของการลงทุนในตราสารทุนคืออะไร,เมื่อความต้องการลงทุนในตราสารทุนลดลง ราคาของหุ้นก็มักปรับตัวลดลง,947,1010
1345195.txt,Large-cap Stock (หุ้นใหญ่) คืออะไร,หุ้นที่อยู่ในดัชนี SET50,3315,3338
1345177.txt,อัตราส่วนที่ใช้วิเคราะห์ DW มีอะไรบ้าง,มีทั้ง Call DW และ Put DW,2515,2539
1345195.txt,ประเภทของตราสารทุน มีอะไรบ้าง,1.หุ้นสามัญ 2.หุ้นบุริมสิทธิ,110,137
1345201.txt,ความเสี่ยงจากการลงทุนต่อ (Reinvestment risk) มีอะไรบ้าง,"*	ระดับกองทุน การลงทุนในกองทุนที่กำหนดเวลา เช่น Term Fund, Trigger Fund เมื่อครบกำหนดเวลาหรือครบตามเงื่อนไขการปิดกองทุน ผู้ลงทุนจะได้รับเงินคืน ทำให้มีความเสี่ยงในการลงทุนต่อ
		*	ระดับหลักทรัพย์ การที่กองทุนลงทุนในหลักทรัพย์ที่กำหนดอายุโดยเฉพาะกำหนดสั้น เช่น ลงทุนในตราสารหนี้ระยะสั้น ก็จะมี Reinvestment risk สูง",1608,1920
